"","ID","timepoints","predict_log10N","model"
"1","Pseudomonas.fluorescens.2_TSB_35_1_0",1.11779560308972,-1.30184819846041,"Cubic"
"2","Pseudomonas.fluorescens.2_TSB_35_1_0",1.83686928403157,-1.27051995192612,"Cubic"
"3","Pseudomonas.fluorescens.2_TSB_35_1_0",2.55594296497341,-1.23985023651036,"Cubic"
"4","Pseudomonas.fluorescens.2_TSB_35_1_0",3.27501664591526,-1.20983338016472,"Cubic"
"5","Pseudomonas.fluorescens.2_TSB_35_1_0",3.9940903268571,-1.18046371084079,"Cubic"
"6","Pseudomonas.fluorescens.2_TSB_35_1_0",4.71316400779895,-1.15173555649017,"Cubic"
"7","Pseudomonas.fluorescens.2_TSB_35_1_0",5.43223768874079,-1.12364324506446,"Cubic"
"8","Pseudomonas.fluorescens.2_TSB_35_1_0",6.15131136968264,-1.09618110451526,"Cubic"
"9","Pseudomonas.fluorescens.2_TSB_35_1_0",6.87038505062448,-1.06934346279416,"Cubic"
"10","Pseudomonas.fluorescens.2_TSB_35_1_0",7.58945873156633,-1.04312464785276,"Cubic"
"11","Pseudomonas.fluorescens.2_TSB_35_1_0",8.30853241250818,-1.01751898764265,"Cubic"
"12","Pseudomonas.fluorescens.2_TSB_35_1_0",9.02760609345002,-0.992520810115431,"Cubic"
"13","Pseudomonas.fluorescens.2_TSB_35_1_0",9.74667977439187,-0.968124443222701,"Cubic"
"14","Pseudomonas.fluorescens.2_TSB_35_1_0",10.4657534553337,-0.944324214916054,"Cubic"
"15","Pseudomonas.fluorescens.2_TSB_35_1_0",11.1848271362756,-0.921114453147089,"Cubic"
"16","Pseudomonas.fluorescens.2_TSB_35_1_0",11.9039008172174,-0.898489485867401,"Cubic"
"17","Pseudomonas.fluorescens.2_TSB_35_1_0",12.6229744981592,-0.876443641028587,"Cubic"
"18","Pseudomonas.fluorescens.2_TSB_35_1_0",13.3420481791011,-0.854971246582243,"Cubic"
"19","Pseudomonas.fluorescens.2_TSB_35_1_0",14.0611218600429,-0.834066630479966,"Cubic"
"20","Pseudomonas.fluorescens.2_TSB_35_1_0",14.7801955409848,-0.813724120673352,"Cubic"
"21","Pseudomonas.fluorescens.2_TSB_35_1_0",15.4992692219266,-0.793938045113999,"Cubic"
"22","Pseudomonas.fluorescens.2_TSB_35_1_0",16.2183429028685,-0.774702731753502,"Cubic"
"23","Pseudomonas.fluorescens.2_TSB_35_1_0",16.9374165838103,-0.756012508543458,"Cubic"
"24","Pseudomonas.fluorescens.2_TSB_35_1_0",17.6564902647522,-0.737861703435464,"Cubic"
"25","Pseudomonas.fluorescens.2_TSB_35_1_0",18.375563945694,-0.720244644381115,"Cubic"
"26","Pseudomonas.fluorescens.2_TSB_35_1_0",19.0946376266359,-0.70315565933201,"Cubic"
"27","Pseudomonas.fluorescens.2_TSB_35_1_0",19.8137113075777,-0.686589076239744,"Cubic"
"28","Pseudomonas.fluorescens.2_TSB_35_1_0",20.5327849885196,-0.670539223055914,"Cubic"
"29","Pseudomonas.fluorescens.2_TSB_35_1_0",21.2518586694614,-0.655000427732116,"Cubic"
"30","Pseudomonas.fluorescens.2_TSB_35_1_0",21.9709323504032,-0.639967018219946,"Cubic"
"31","Pseudomonas.fluorescens.2_TSB_35_1_0",22.6900060313451,-0.625433322471003,"Cubic"
"32","Pseudomonas.fluorescens.2_TSB_35_1_0",23.4090797122869,-0.611393668436881,"Cubic"
"33","Pseudomonas.fluorescens.2_TSB_35_1_0",24.1281533932288,-0.597842384069178,"Cubic"
"34","Pseudomonas.fluorescens.2_TSB_35_1_0",24.8472270741706,-0.58477379731949,"Cubic"
"35","Pseudomonas.fluorescens.2_TSB_35_1_0",25.5663007551125,-0.572182236139414,"Cubic"
"36","Pseudomonas.fluorescens.2_TSB_35_1_0",26.2853744360543,-0.560062028480546,"Cubic"
"37","Pseudomonas.fluorescens.2_TSB_35_1_0",27.0044481169962,-0.548407502294482,"Cubic"
"38","Pseudomonas.fluorescens.2_TSB_35_1_0",27.723521797938,-0.53721298553282,"Cubic"
"39","Pseudomonas.fluorescens.2_TSB_35_1_0",28.4425954788799,-0.526472806147155,"Cubic"
"40","Pseudomonas.fluorescens.2_TSB_35_1_0",29.1616691598217,-0.516181292089085,"Cubic"
"41","Pseudomonas.fluorescens.2_TSB_35_1_0",29.8807428407635,-0.506332771310206,"Cubic"
"42","Pseudomonas.fluorescens.2_TSB_35_1_0",30.5998165217054,-0.496921571762114,"Cubic"
"43","Pseudomonas.fluorescens.2_TSB_35_1_0",31.3188902026472,-0.487942021396407,"Cubic"
"44","Pseudomonas.fluorescens.2_TSB_35_1_0",32.0379638835891,-0.47938844816468,"Cubic"
"45","Pseudomonas.fluorescens.2_TSB_35_1_0",32.7570375645309,-0.47125518001853,"Cubic"
"46","Pseudomonas.fluorescens.2_TSB_35_1_0",33.4761112454728,-0.463536544909553,"Cubic"
"47","Pseudomonas.fluorescens.2_TSB_35_1_0",34.1951849264146,-0.456226870789347,"Cubic"
"48","Pseudomonas.fluorescens.2_TSB_35_1_0",34.9142586073565,-0.449320485609507,"Cubic"
"49","Pseudomonas.fluorescens.2_TSB_35_1_0",35.6333322882983,-0.442811717321631,"Cubic"
"50","Pseudomonas.fluorescens.2_TSB_35_1_0",36.3524059692402,-0.436694893877314,"Cubic"
"51","Pseudomonas.fluorescens.2_TSB_35_1_0",37.071479650182,-0.430964343228154,"Cubic"
"52","Pseudomonas.fluorescens.2_TSB_35_1_0",37.7905533311238,-0.425614393325747,"Cubic"
"53","Pseudomonas.fluorescens.2_TSB_35_1_0",38.5096270120657,-0.420639372121689,"Cubic"
"54","Pseudomonas.fluorescens.2_TSB_35_1_0",39.2287006930075,-0.416033607567577,"Cubic"
"55","Pseudomonas.fluorescens.2_TSB_35_1_0",39.9477743739494,-0.411791427615008,"Cubic"
"56","Pseudomonas.fluorescens.2_TSB_35_1_0",40.6668480548912,-0.407907160215578,"Cubic"
"57","Pseudomonas.fluorescens.2_TSB_35_1_0",41.3859217358331,-0.404375133320883,"Cubic"
"58","Pseudomonas.fluorescens.2_TSB_35_1_0",42.1049954167749,-0.401189674882521,"Cubic"
"59","Pseudomonas.fluorescens.2_TSB_35_1_0",42.8240690977168,-0.398345112852088,"Cubic"
"60","Pseudomonas.fluorescens.2_TSB_35_1_0",43.5431427786586,-0.395835775181179,"Cubic"
"61","Pseudomonas.fluorescens.2_TSB_35_1_0",44.2622164596005,-0.393655989821393,"Cubic"
"62","Pseudomonas.fluorescens.2_TSB_35_1_0",44.9812901405423,-0.391800084724324,"Cubic"
"63","Pseudomonas.fluorescens.2_TSB_35_1_0",45.7003638214841,-0.390262387841571,"Cubic"
"64","Pseudomonas.fluorescens.2_TSB_35_1_0",46.419437502426,-0.389037227124729,"Cubic"
"65","Pseudomonas.fluorescens.2_TSB_35_1_0",47.1385111833678,-0.388118930525396,"Cubic"
"66","Pseudomonas.fluorescens.2_TSB_35_1_0",47.8575848643097,-0.387501825995166,"Cubic"
"67","Pseudomonas.fluorescens.2_TSB_35_1_0",48.5766585452515,-0.387180241485638,"Cubic"
"68","Pseudomonas.fluorescens.2_TSB_35_1_0",49.2957322261934,-0.387148504948407,"Cubic"
"69","Pseudomonas.fluorescens.2_TSB_35_1_0",50.0148059071352,-0.387400944335071,"Cubic"
"70","Pseudomonas.fluorescens.2_TSB_35_1_0",50.7338795880771,-0.387931887597225,"Cubic"
"71","Pseudomonas.fluorescens.2_TSB_35_1_0",51.4529532690189,-0.388735662686467,"Cubic"
"72","Pseudomonas.fluorescens.2_TSB_35_1_0",52.1720269499608,-0.389806597554392,"Cubic"
"73","Pseudomonas.fluorescens.2_TSB_35_1_0",52.8911006309026,-0.391139020152598,"Cubic"
"74","Pseudomonas.fluorescens.2_TSB_35_1_0",53.6101743118445,-0.392727258432681,"Cubic"
"75","Pseudomonas.fluorescens.2_TSB_35_1_0",54.3292479927863,-0.394565640346237,"Cubic"
"76","Pseudomonas.fluorescens.2_TSB_35_1_0",55.0483216737281,-0.396648493844863,"Cubic"
"77","Pseudomonas.fluorescens.2_TSB_35_1_0",55.76739535467,-0.398970146880156,"Cubic"
"78","Pseudomonas.fluorescens.2_TSB_35_1_0",56.4864690356118,-0.401524927403712,"Cubic"
"79","Pseudomonas.fluorescens.2_TSB_35_1_0",57.2055427165537,-0.404307163367127,"Cubic"
"80","Pseudomonas.fluorescens.2_TSB_35_1_0",57.9246163974955,-0.407311182721999,"Cubic"
"81","Pseudomonas.fluorescens.2_TSB_35_1_0",58.6436900784374,-0.410531313419923,"Cubic"
"82","Pseudomonas.fluorescens.2_TSB_35_1_0",59.3627637593792,-0.413961883412497,"Cubic"
"83","Pseudomonas.fluorescens.2_TSB_35_1_0",60.0818374403211,-0.417597220651316,"Cubic"
"84","Pseudomonas.fluorescens.2_TSB_35_1_0",60.8009111212629,-0.421431653087978,"Cubic"
"85","Pseudomonas.fluorescens.2_TSB_35_1_0",61.5199848022048,-0.425459508674079,"Cubic"
"86","Pseudomonas.fluorescens.2_TSB_35_1_0",62.2390584831466,-0.429675115361215,"Cubic"
"87","Pseudomonas.fluorescens.2_TSB_35_1_0",62.9581321640884,-0.434072801100983,"Cubic"
"88","Pseudomonas.fluorescens.2_TSB_35_1_0",63.6772058450303,-0.43864689384498,"Cubic"
"89","Pseudomonas.fluorescens.2_TSB_35_1_0",64.3962795259721,-0.443391721544801,"Cubic"
"90","Pseudomonas.fluorescens.2_TSB_35_1_0",65.115353206914,-0.448301612152045,"Cubic"
"91","Pseudomonas.fluorescens.2_TSB_35_1_0",65.8344268878558,-0.453370893618306,"Cubic"
"92","Pseudomonas.fluorescens.2_TSB_35_1_0",66.5535005687977,-0.458593893895183,"Cubic"
"93","Pseudomonas.fluorescens.2_TSB_35_1_0",67.2725742497395,-0.46396494093427,"Cubic"
"94","Pseudomonas.fluorescens.2_TSB_35_1_0",67.9916479306814,-0.469478362687166,"Cubic"
"95","Pseudomonas.fluorescens.2_TSB_35_1_0",68.7107216116232,-0.475128487105466,"Cubic"
"96","Pseudomonas.fluorescens.2_TSB_35_1_0",69.4297952925651,-0.480909642140766,"Cubic"
"97","Pseudomonas.fluorescens.2_TSB_35_1_0",70.1488689735069,-0.486816155744664,"Cubic"
"98","Pseudomonas.fluorescens.2_TSB_35_1_0",70.8679426544487,-0.492842355868756,"Cubic"
"99","Pseudomonas.fluorescens.2_TSB_35_1_0",71.5870163353906,-0.498982570464639,"Cubic"
"100","Pseudomonas.fluorescens.2_TSB_35_1_0",72.3060900163324,-0.505231127483909,"Cubic"
"101","Pseudomonas.fluorescens.2_TSB_35_1_0",73.0251636972743,-0.511582354878162,"Cubic"
"102","Pseudomonas.fluorescens.2_TSB_35_1_0",73.7442373782161,-0.518030580598996,"Cubic"
"103","Pseudomonas.fluorescens.2_TSB_35_1_0",74.463311059158,-0.524570132598006,"Cubic"
"104","Pseudomonas.fluorescens.2_TSB_35_1_0",75.1823847400998,-0.53119533882679,"Cubic"
"105","Pseudomonas.fluorescens.2_TSB_35_1_0",75.9014584210417,-0.537900527236943,"Cubic"
"106","Pseudomonas.fluorescens.2_TSB_35_1_0",76.6205321019835,-0.544680025780063,"Cubic"
"107","Pseudomonas.fluorescens.2_TSB_35_1_0",77.3396057829254,-0.551528162407746,"Cubic"
"108","Pseudomonas.fluorescens.2_TSB_35_1_0",78.0586794638672,-0.558439265071588,"Cubic"
"109","Pseudomonas.fluorescens.2_TSB_35_1_0",78.7777531448091,-0.565407661723186,"Cubic"
"110","Pseudomonas.fluorescens.2_TSB_35_1_0",79.4968268257509,-0.572427680314137,"Cubic"
"111","Pseudomonas.fluorescens.2_TSB_35_1_0",80.2159005066927,-0.579493648796037,"Cubic"
"112","Pseudomonas.fluorescens.2_TSB_35_1_0",80.9349741876346,-0.586599895120482,"Cubic"
"113","Pseudomonas.fluorescens.2_TSB_35_1_0",81.6540478685764,-0.59374074723907,"Cubic"
"114","Pseudomonas.fluorescens.2_TSB_35_1_0",82.3731215495183,-0.600910533103396,"Cubic"
"115","Pseudomonas.fluorescens.2_TSB_35_1_0",83.0921952304601,-0.608103580665058,"Cubic"
"116","Pseudomonas.fluorescens.2_TSB_35_1_0",83.811268911402,-0.615314217875651,"Cubic"
"117","Pseudomonas.fluorescens.2_TSB_35_1_0",84.5303425923438,-0.622536772686773,"Cubic"
"118","Pseudomonas.fluorescens.2_TSB_35_1_0",85.2494162732857,-0.62976557305002,"Cubic"
"119","Pseudomonas.fluorescens.2_TSB_35_1_0",85.9684899542275,-0.636994946916988,"Cubic"
"120","Pseudomonas.fluorescens.2_TSB_35_1_0",86.6875636351694,-0.644219222239275,"Cubic"
"121","Pseudomonas.fluorescens.2_TSB_35_1_0",87.4066373161112,-0.651432726968475,"Cubic"
"122","Pseudomonas.fluorescens.2_TSB_35_1_0",88.125710997053,-0.658629789056187,"Cubic"
"123","Pseudomonas.fluorescens.2_TSB_35_1_0",88.8447846779949,-0.665804736454007,"Cubic"
"124","Pseudomonas.fluorescens.2_TSB_35_1_0",89.5638583589367,-0.67295189711353,"Cubic"
"125","Pseudomonas.fluorescens.2_TSB_35_1_0",90.2829320398786,-0.680065598986355,"Cubic"
"126","Pseudomonas.fluorescens.2_TSB_35_1_0",91.0020057208204,-0.687140170024076,"Cubic"
"127","Pseudomonas.fluorescens.2_TSB_35_1_0",91.7210794017623,-0.694169938178292,"Cubic"
"128","Pseudomonas.fluorescens.2_TSB_35_1_0",92.4401530827041,-0.701149231400598,"Cubic"
"129","Pseudomonas.fluorescens.2_TSB_35_1_0",93.159226763646,-0.708072377642591,"Cubic"
"130","Pseudomonas.fluorescens.2_TSB_35_1_0",93.8783004445878,-0.714933704855867,"Cubic"
"131","Pseudomonas.fluorescens.2_TSB_35_1_0",94.5973741255297,-0.721727540992023,"Cubic"
"132","Pseudomonas.fluorescens.2_TSB_35_1_0",95.3164478064715,-0.728448214002656,"Cubic"
"133","Pseudomonas.fluorescens.2_TSB_35_1_0",96.0355214874133,-0.735090051839362,"Cubic"
"134","Pseudomonas.fluorescens.2_TSB_35_1_0",96.7545951683552,-0.741647382453738,"Cubic"
"135","Pseudomonas.fluorescens.2_TSB_35_1_0",97.473668849297,-0.748114533797379,"Cubic"
"136","Pseudomonas.fluorescens.2_TSB_35_1_0",98.1927425302389,-0.754485833821884,"Cubic"
"137","Pseudomonas.fluorescens.2_TSB_35_1_0",98.9118162111807,-0.760755610478848,"Cubic"
"138","Pseudomonas.fluorescens.2_TSB_35_1_0",99.6308898921226,-0.766918191719867,"Cubic"
"139","Pseudomonas.fluorescens.2_TSB_35_1_0",100.349963573064,-0.772967905496539,"Cubic"
"140","Pseudomonas.fluorescens.2_TSB_35_1_0",101.069037254006,-0.77889907976046,"Cubic"
"141","Pseudomonas.fluorescens.2_TSB_35_1_0",101.788110934948,-0.784706042463226,"Cubic"
